Country Name,Country Code,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Cambodia,KHM,9659238,10007092,10355253,10694459,11022162,11338733,11641509,11928306,12197905,12448881,12681984,12901217,13112334,13320058,13525360,13728700,13933660,14144337,14363586,14593099,14832255,15078564
Cameroon,CMR,12796739,13169100,13546823,13929575,14317191,14709961,15108630,15514249,15927713,16349364,16779434,17218591,17667576,18126999,18597109,19078100,19570418,20074522,20590666,21119065,21659488,22211166
Canada,CAN,28519597,28833410,29111906,29354000,29671900,29987200,30247900,30499200,30769700,31081900,31362000,31676000,31995000,32312000,32570505,32887928,33245773,33628571,34005274,34342780,34751476,35155499
Cayman Islands,CYM,27402,28652,30055,31672,33535,35596,37742,39810,41685,43317,44742,46032,47299,48623,50028,51480,52925,54285,55509,56580,57522,58369
Central African Republic,CAF,3089141,3170848,3253698,3335840,3417163,3497910,3577028,3653310,3726048,3794677,3859784,3923294,3987896,4055608,4127112,4202104,4280405,4361492,4444973,4530903,4619500,4710678
Chad,TCD,6350174,6556628,6773104,7001634,7242018,7494143,7760157,8042713,8343321,8663599,9002102,9353516,9710498,10067932,10423616,10779504,11139740,11510535,11896380,12298512,12715465,13145788
Channel Islands,CHI,142258,142822,143388,144050,144832,145709,146669,147682,148725,149797,150905,152034,153170,154298,155415,156516,157587,158613,159583,160489,161336,162138
Chile,CHL,13566942,13778676,13987999,14193986,14396020,14594070,14788609,14980484,15170387,15358418,15544554,15729268,15913119,16096571,16279728,16462701,16645940,16829957,17015048,17201305,17388437,17575833
China,CHN,1164970000,1178440000,1191835000,1204855000,1217550000,1230075000,1241935000,1252735000,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000
Colombia,COL,35558683,36195170,36823539,37441980,38049040,38645409,39234059,39819279,40403959,40988909,41572493,42152147,42724157,43285636,43835744,44374647,44901660,45416276,45918101,46406446,46881018,47342363
Comoros,COM,440252,453188,466309,479574,492979,506525,520180,533909,547696,561525,575428,589500,603869,618632,633814,649404,665414,681845,698695,715972,733661,751697
"Congo, Dem. Rep.",COD,37783835,39314955,40804011,42183620,43424997,44558347,45647949,46788238,48048664,49449015,50971407,52602208,54314855,56089536,57926840,59834875,61809278,63845097,65938712,68087376,70291160,72552861
"Congo, Rep.",COG,2514907,2581306,2649964,2721277,2795903,2873638,2953011,3031969,3109269,3183883,3256867,3331564,3412592,3503086,3604595,3715665,3832771,3950786,4066078,4177435,4286188,4394334
Costa Rica,CRI,3257463,3341005,3425692,3510925,3596733,3682725,3767369,3848725,3925450,3996800,4063208,4125970,4187039,4247843,4308790,4369465,4429506,4488261,4545273,4600487,4654148,4706433
Cote d'Ivoire,CIV,13046907,13499696,13953779,14404340,14852193,15296390,15728482,16137824,16517948,16865376,17185421,17491539,17802516,18132702,18486392,18862172,19261647,19684909,20131707,20604172,21102641,21622490
Croatia,HRV,4470000,4640000,4650000,4669000,4494000,4572000,4501000,4554000,4426000,4440000,4440000,4440000,4439000,4442000,4440000,4436000,4434508,4429078,4417781,4280622,4267558,4255689
Cuba,CUB,10735775,10797556,10853435,10906048,10955372,11000431,11041893,11080506,11116787,11151472,11184540,11214837,11240680,11261052,11275199,11284043,11290239,11297442,11308133,11323570,11342631,11362505
Curacao,CUW,143912,144299,144630,145139,146306,146956,144472,139428,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822
Cyprus,CYP,800660,818814,837166,855389,873246,890733,908040,925491,943287,961482,979883,998150,1015827,1032586,1048293,1063040,1077010,1090486,1103685,1116644,1129303,1141652
Czech Republic,CZE,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272
Denmark,DNK,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932
Djibouti,DJI,627063,639215,649878,661076,673202,685644,698256,710652,722562,734088,745459,756656,767644,778406,788941,799309,809639,820097,830802,841802,853069,864554
Dominica,DMA,70978,71205,71372,71367,71146,70756,70295,69902,69679,69660,69806,70058,70325,70542,70690,70795,70881,70995,71167,71402,71685,72005
Dominican Republic,DOM,7468551,7611463,7753052,7892420,8029114,8163474,8296375,8429116,8562623,8697127,8832286,8967759,9102997,9237565,9371333,9504336,9636491,9767737,9897983,10027140,10155036,10281408
Ecuador,ECU,10705670,10951200,11196476,11440576,11683480,11924991,12163887,12398691,12628596,12852753,13072056,13289600,13509645,13735232,13967490,14205479,14447600,14691310,14934692,15177280,15419493,15661312
"Egypt, Arab Rep.",EGY,58922018,60108373,61272847,62434527,63595629,64754566,65922626,67112877,68334905,69599945,70908710,72247626,73596068,74942115,76274285,77605327,78976122,80442443,82040994,83787634,85660902,87613909
El Salvador,SLV,5392142,5461834,5528012,5588743,5643363,5692300,5736075,5775660,5811836,5844738,5874301,5900929,5925089,5947206,5967556,5986414,6004199,6021368,6038306,6055208,6072233,6089644
Equatorial Guinea,GNQ,404081,418409,433197,448332,463844,479836,496330,513347,530896,549007,567664,586772,606201,625866,645718,665798,686223,707155,728710,750918,773729,797082
Eritrea,ERI,3160617,3150811,3147871,3164095,3202598,3260612,3337227,3429656,3535156,3655006,3788532,3928408,4064958,4191273,4304440,4406299,4500638,4593549,4689664,4789568,,
Estonia,EST,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1380620,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997
Ethiopia,ETH,51602776,53477944,55366517,57237226,59076414,60893264,62707547,64550161,66443603,68393128,70391170,72432290,74506974,76608431,78735675,80891968,83079608,85302099,87561814,89858696,92191211,94558374
Faroe Islands,FRO,46574,45501,44600,44099,44081,44467,45126,45852,46491,47012,47452,47812,48103,48337,48505,48599,48629,48613,48567,48492,48393,48292
Fiji,FJI,744534,755024,765666,775498,784479,792859,800314,806494,811223,814215,815691,816626,818355,821820,827390,834729,843206,851854,859952,867327,874158,880487
Finland,FIN,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972
France,FRA,58851216,59106766,59327194,59541900,59753098,59964845,60186291,60496715,60912498,61357431,61805267,62244884,62704897,63179356,63621376,64016229,64374990,64707044,65027512,65342776,65659790,65972097
French Polynesia,PYF,205269,208349,211584,215200,219282,223734,228380,232956,237267,241276,245032,248536,251811,254884,257731,260361,262877,265412,268065,270862,273775,276766
Gabon,GAB,1004598,1031358,1058625,1086449,1114879,1143838,1173114,1202412,1231548,1260435,1289192,1318093,1347524,1377777,1408920,1440902,1473741,1507428,1541936,1577298,1613489,1650351
"Gambia, The",GMB,979701,1008296,1036627,1065746,1095839,1126786,1159001,1192920,1228863,1267103,1307674,1350345,1394727,1440542,1487731,1536424,1586749,1638899,1693002,1749099,1807108,1866878
Georgia,GEO,4873500,4911100,4861600,4734000,4616100,4531600,4487300,4452500,4418300,4386400,4357000,4301000,4245000,4190000,4136000,4082000,4030000,3978000,3926000,3875000,3825000,3776000
Germany,DEU,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,81797673,80425823,82132753
Ghana,GHA,15471527,15907244,16339344,16760991,17169214,17568583,17969006,18384426,18824994,19293804,19788181,20305396,20840493,21389514,21951891,22528041,23115919,23713164,24317734,24928503,25544565,26164432
Gibraltar,GIB,27035,27146,27235,27285,27284,27246,27211,27233,27351,27580,27903,28290,28694,29080,29437,29770,30089,30407,30732,31067,31402,31720
Greece,GRC,10399061,10460415,10512922,10562153,10608800,10661259,10720509,10761698,10805808,10862132,10902022,10928070,10955141,10987314,11020362,11048473,11077841,11107017,11121341,11104899,11045011,10965211
Greenland,GRL,55300,55200,55500,55800,55900,56000,56100,56100,56200,56350,56609,56765,56911,56935,56774,56555,56328,56323,56905,56890,56810,56483
Grenada,GRD,97201,98302,99403,100253,100796,101125,101302,101441,101620,101849,102100,102371,102657,102951,103259,103587,103934,104298,104677,105070,105476,105902
Guam,GUM,136696,139820,142806,145562,148060,150306,152275,153951,155328,156417,157241,157823,158194,158401,158429,158332,158310,158621,159440,160858,162807,165121
Guatemala,GTM,9619113,9860063,10106463,10357354,10612300,10871786,11136814,11408815,11688660,11976725,12272208,12573346,12877711,13183505,13490041,13797629,14106687,14418033,14732261,15049280,15368759,15690793
Guinea,GIN,6751394,7155564,7536389,7863033,8124799,8331366,8497582,8647336,8799165,8955756,9114287,9281572,9464771,9669023,9898301,10152521,10427356,10715770,11012406,11316351,11628767,11948726
Guinea-Bissau,GNB,1104708,1129706,1155111,1180877,1207006,1233520,1260424,1287727,1315455,1343646,1372367,1401716,1431816,1462784,1494603,1527342,1561293,1596832,1634196,1673509,1714620,1757138
Guyana,GUY,717621,719910,723230,726695,730193,733854,737316,740189,742218,743163,743107,742537,742162,742495,743705,745638,748096,750749,753362,755883,758410,761033
Haiti,HTI,7386974,7530703,7674911,7819806,7965548,8111954,8258484,8404396,8549202,8692564,8834739,8976555,9119182,9263409,9409479,9556958,9705130,9852953,9999617,10144890,10288828,10431249
Honduras,HND,5179557,5318042,5455481,5591136,5724587,5855946,5985675,6114534,6243080,6371304,6499001,6626304,6753352,6880181,7007029,7133737,7259470,7383098,7503875,7621414,7736131,7849059
"Hong Kong SAR, China",HKG,5800500,5901000,6035400,6156100,6435500,6489300,6543700,6606500,6665000,6714300,6744100,6730800,6783500,6813200,6857100,6916300,6957800,6972800,7024200,7071600,7154600,7187500
Hungary,HUN,10369341,10357523,10343355,10328965,10311238,10290486,10266570,10237530,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9893082
Iceland,ISL,261057,263725,266021,267468,268916,271128,274047,277381,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764
India,IND,906461358,924475633,942604211,960874982,979290432,997817250,1016402907,1034976626,1053481072,1071888190,1090189358,1108369577,1126419321,1144326293,1162088305,1179685631,1197070109,1214182182,1230984504,1247446011,1263589639,1279498874
Indonesia,IDN,187762097,190873248,193939912,196957845,199926615,202853850,205753493,208644079,211540428,214448301,217369087,220307809,223268606,226254703,229263980,232296830,235360765,238465165,241613126,244808254,248037853,251268276
"Iran, Islamic Rep.",IRN,58130099,58811858,59501292,60318632,61306632,62426086,63616065,64780362,65850062,66812736,67696677,68522074,69321953,70122115,70923164,71720859,72530693,73370982,74253373,75184322,76156975,77152445
Iraq,IRQ,18468521,19021967,19606895,20217759,20855408,21519356,22200835,22888600,23574751,24258794,24943793,25630426,26320530,27017712,27716983,28423538,29163327,29970634,30868156,31867758,32957622,34107366
Ireland,IRL,3558430,3576261,3590386,3608841,3637510,3674171,3712696,3754786,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4576794,4586897,4598294
Isle of Man,IMN,71306,71486,71726,72181,72899,73817,74853,75879,76806,77608,78318,78975,79636,80345,81110,81914,82737,83548,84327,85069,85779,86462
Israel,ISR,5123000,5261000,5399000,5545000,5692000,5836000,5971000,6125000,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500
Italy,ITA,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948
Jamaica,JAM,2423044,2441024,2460002,2480000,2509923,2534069,2556780,2574289,2589389,2605556,2615253,2624695,2634145,2643601,2653042,2662481,2671934,2681386,2690824,2699838,2707805,2714669
Japan,JPN,124229000,124536000,124961000,125439000,125757000,126057000,126400000,126631000,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127817277,127561489,127338621
Jordan,JOR,3743944,3957221,4154813,4320158,4448113,4545248,4621329,4691402,4767476,4850227,4938935,5042538,5171633,5332982,5530218,5759424,6010035,6266865,6517912,6760371,6994451,7214832
Kazakhstan,KAZ,16439095,16330419,16095199,15815626,15577894,15333703,15071300,14928426,14883626,14858335,14858948,14909018,15012985,15147029,15308084,15484192,15674000,16092701,16321581,16556600,16791425,17035275
Kenya,KEN,25029754,25824736,26608089,27373035,28116027,28842245,29564614,30301240,31065820,31863280,32691980,33551079,34437460,35349040,36286015,37250540,38244442,39269988,40328313,41419954,42542978,43692881
Kiribati,KIR,74773,75722,76674,77727,78907,80190,81556,82969,84406,85858,87343,88892,90545,92329,94257,96310,98437,100566,102648,104662,106620,108544
"Korea, Dem. People’s Rep.",PRK,20838082,21166230,21478544,21763670,22016510,22240826,22444986,22641747,22840218,23043441,23248053,23449173,23639296,23813324,23969897,24111945,24243829,24371806,24500506,24631359,24763353,24895705
"Korea, Rep.",KOR,43747962,44194628,44641540,45092991,45524681,45953580,46286503,46616677,47008111,47357362,47622179,47859311,48039415,48138077,48371946,48597652,48948698,49182038,49410366,49779440,50004441,50219669
Kosovo,XKX,1932000,1965000,1997000,2029000,2059000,2086000,1966000,1762000,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1790957,1805200,1818117
Kuwait,KWT,,,,1637031,1637906,1686256,1766247,1853152,1929470,1990022,2042215,2095993,2166344,2263604,2389498,2538591,2705290,2881243,3059473,3239181,3419581,3593689
Kyrgyz Republic,KGZ,4515400,4516700,4515100,4560400,4628400,4696400,4769000,4840400,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600
Lao PDR,LAO,4496971,4621685,4742685,4857774,4966303,5068658,5165072,5256207,5342879,5424701,5502340,5579003,5658894,5745012,5838837,5939634,6045439,6153153,6260544,6366909,6473050,6579985
Latvia,LVA,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647
Lebanon,LBN,2821868,2900862,2974647,3033406,3070974,3092684,3113960,3156661,3235380,3359875,3522842,3701464,3863271,3986865,4057041,4085426,4109389,4181742,4337156,4591698,4924257,5286990
Lesotho,LSO,1660360,1693459,1725118,1753824,1779201,1801695,1821632,1839631,1856225,1871489,1885488,1898778,1912042,1925844,1940345,1955656,1972194,1990413,2010586,2032950,2057331,2083061
Liberia,LBR,2028672,2006349,2019148,2079921,2197801,2365290,2558085,2741755,2891968,2998770,3070673,3124222,3184643,3269786,3384804,3522337,3672782,3821498,3957990,4079574,4190155,4293692
Libya,LBY,4596811,4691934,4785488,4878202,4970391,5062160,5153764,5245414,5337264,5428303,5518341,5609166,5703224,5801543,5907149,6017794,6123022,6208680,6265697,6288652,6283403,6265987
Liechtenstein,LIE,29503,29921,30365,30833,31327,31842,32357,32843,33282,33663,33995,34290,34569,34852,35141,35431,35721,36004,36276,36537,36791,37040
Lithuania,LTU,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689
Luxembourg,LUX,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360
"Macao SAR, China",MAC,377799,385041,391783,398459,405231,412031,418810,425448,431907,438088,444178,450754,458579,468149,479728,493022,507274,521405,534626,546682,557763,568056
"Macedonia, FYR",MKD,1977033,1964924,1956165,1953544,1958303,1969345,1984242,1999362,2012051,2021585,2028706,2033974,2038444,2042894,2047330,2051427,2055266,2058920,2062443,2065888,2069270,2072543
Madagascar,MDG,12263899,12643864,13039754,13452526,13882646,14329239,14790245,15262817,15744811,16235767,16736029,17245275,17763367,18290394,18826129,19371031,19926798,20495706,21079532,21678867,22293720,22924557
Malawi,MWI,9682918,9697635,9725612,9822812,10006767,10260421,10563554,10882543,11193230,11491824,11788731,12090476,12407618,12747846,13112383,13498377,13904671,14329056,14769824,15226813,15700436,16190126
Malaysia,MYS,19204700,19700762,20205992,20725374,21260881,21808125,22358128,22898579,23420751,23920963,24401977,24869423,25332026,25796124,26263048,26730607,27197419,27661017,28119500,28572970,29021940,29465372
Maldives,MDV,234000,242000,245000,255000,262000,264000,271000,280000,286000,292000,297000,304000,312000,321000,333000,349000,362000,360000,367000,377000,385000,393000
Mali,MLI,8891141,9131449,9383608,9640643,9901045,10168000,10444822,10736542,11046926,11376094,11723017,12088867,12474857,12881384,13309942,13759226,14223403,14694565,15167286,15639115,16112333,16592097
Malta,MLT,361260,364704,367941,370433,372687,375236,377516,379360,381363,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,419455,423374
Marshall Islands,MHL,49382,50052,50577,51020,51397,51697,51922,52076,52161,52184,52161,52115,52074,52058,52080,52136,52221,52321,52428,52541,52663,52786
Mauritania,MRT,2140250,2202201,2266745,2333966,2403779,2476188,2551429,2629806,2711421,2796502,2884672,2974686,3064882,3154087,3241762,3328285,3414552,3501927,3591400,3683221,3777067,3872684
Mauritius,MUS,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653
Mexico,MEX,89110043,90887097,92663664,94426946,96181710,97925825,99632299,101266570,102808590,104239563,105578297,106888418,108257822,109747906,111382857,113139374,114972821,116815612,118617542,120365271,122070963,123740109
"Micronesia, Fed. Sts.",FSM,101412,103937,106057,107556,108342,108506,108236,107808,107430,107170,106983,106816,106575,106198,105680,105080,104472,103961,103619,103476,103516,103718
Moldova,MDA,3706000,3701000,3691000,3675099,3667748,3654208,3652732,3647001,3639592,3631462,3623062,3612874,3603945,3595187,3585209,3576910,3570108,3565604,3562045,3559986,3559519,3558566
Monaco,MCO,29864,30138,30423,30700,30971,31242,31517,31795,32081,32364,32648,32960,33339,33808,34384,35046,35731,36351,36845,37189,37404,37528
Mongolia,MNG,2243506,2263204,2280495,2298038,2316571,2335694,2355588,2376165,2397438,2419729,2443503,2469045,2496621,2526447,2558484,2592776,2629666,2669572,2712657,2759074,2808339,2859174
Montenegro,MNE,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207
Morocco,MAR,25866445,26314339,26747660,27161889,27556892,27934014,28292299,28630973,28950553,29250983,29535591,29812685,30093109,30385479,30691434,31011322,31350544,31714958,32107739,32531964,32984190,33452686
Mozambique,MOZ,14203987,14775877,15363065,15913101,16410777,16872896,17317376,17774066,18264536,18792357,19348715,19928496,20523159,21126676,21737860,22359637,22994867,23647815,24321457,25016921,25732928,26467180
Myanmar,MMR,43126260,43642311,44164109,44710931,45290888,45895991,46509586,47106923,47669791,48195684,48689952,49151958,49582751,49984704,50355559,50698814,51030006,51369725,51733013,52125411,52543841,52983829
Namibia,NAM,1513689,1559480,1605828,1654214,1705349,1758097,1809920,1857320,1897953,1931005,1957749,1980531,2002745,2027026,2053915,2083174,2115703,2152357,2193643,2240161,2291645,2346592
Nauru,NRU,9544,9719,9863,9970,10033,10056,10054,10044,10042,10053,10073,10096,10113,10115,10101,10075,10047,10028,10025,10043,10079,10125
Nepal,NPL,19765570,20312687,20859421,21390905,21902534,22395247,22866496,23315053,23740145,24140941,24516969,24868900,25198130,25506847,25794344,26063619,26325183,26592666,26875910,27179237,27500515,27834981
Netherlands,NLD,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432
New Caledonia,NCL,179799,184496,189482,193816,197564,201418,205279,209214,213230,217324,221490,225000,228000,231000,235000,238000,242000,245000,250000,254000,259000,263000
New Zealand,NZL,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100
Nicaragua,NIC,4331273,4426577,4520727,4612229,4700777,4786641,4869627,4949661,5026792,5100750,5171736,5240876,5309703,5379327,5450217,5522119,5594524,5666595,5737722,5807787,5877034,5945646
Niger,NER,8442330,8732500,9039088,9361912,9701730,10058960,10432657,10821434,11224523,11642308,12075991,12526725,12996012,13485436,13995530,14527631,15085130,15672194,16291990,16946485,17635782,18358863
Nigeria,NGA,100592458,103145093,105753088,108424822,111164651,113975055,116860691,119826231,122876723,126014935,129246283,132581484,136033321,139611303,143318011,147152502,151115683,155207145,159424742,163770669,168240403,172816517
Northern Mariana Islands,MNP,49429,52120,54817,57518,60248,62939,65374,67271,68434,68817,68499,67562,66143,64372,62235,59791,57343,55276,53860,53234,53314,53869
Norway,NOR,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623
Oman,OMN,1979914,2066264,2139539,2191864,2219768,2227596,2224922,2225481,2239403,2272547,2323203,2385075,2448194,2506891,2553376,2593750,2652281,2762073,2943747,3210003,3545192,3906912
Pakistan,PAK,113616165,116579605,119564925,122599749,125697651,128845692,132013680,135158132,138250487,141282077,144271586,147251530,150267989,153356383,156524189,159767672,163096985,166520983,170043918,173669648,177392252,181192646
Palau,PLW,15894,16345,16805,17255,17695,18123,18524,18878,19174,19404,19575,19700,19805,19907,20012,20118,20227,20344,20470,20606,20756,20919
